book_name,author,rating_catalog,number_of_reviews_catalog,price_catalog,description,listening_time,genre,year_catalog,rating_advanced,number_of_reviews_advanced,price_advanced,year_advanced,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99,author_encoded,genre_encoded,number_of_reviews_catalog_scaled,number_of_reviews_advanced_scaled
Book 394: The Adventure,Jane Austen,3.8,3027.0,10.88,A wonderful saga about courage,24 hours 16 minutes,Comedy,2024.0,3.8,3027.0,10.88,2024.0,0.20756020337725956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4071662771511603,0.4071662771511603,0.26899315206196633,0.506214717403427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24824723136988142,0.0,0.39570736544916674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13000637164121154,0.24824723136988142,0.0,0.0,11,3,0.6119077331197001,0.6762080834247584
Book 395: The Adventure,Bill Bryson,4.6,2723.0,18.19,A wonderful saga about adventure,7 hours 53 minutes,Psychology,2009.0,4.6,2723.0,18.19,2009.0,0.395389893135994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5078996295644583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034224132198306,0.4034224132198306,0.0,0.0,0.23644813573495868,0.3647696394221825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12382721869082713,0.23644813573495868,0.0,0.0,2,9,0.42862462206045143,0.48980844433551635
Book 396: The Adventure,Ernest Hemingway,4.6,907.0,39.77,A wonderful story about love,4 hours 44 minutes,Psychology,2011.0,4.6,907.0,39.77,2011.0,0.24122280996447168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212091913091741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49224671550248483,0.49224671550248483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24275459243165637,0.0,0.0,0.44508349322364515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15109111366391315,0.0,0.2723323719471459,0.0,5,9,-0.666250804530324,-0.6236841365396927
Book 397: The Mystery,Stephen King,4.3,3422.0,24.71,A wonderful saga about mystery,12 hours 13 minutes,Business,2010.0,4.3,3422.0,24.71,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3829909987295189,0.3829909987295189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065894691865629,0.0,0.0,0.5062396196361961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482594434019052,0.0,0.0,0.0,0.3806224097050149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13001276704777867,0.2482594434019052,0.0,0.0,18,2,0.8500551965026056,0.918404982899267
Book 398: The Adventure,Margaret Atwood,4.7,4791.0,20.66,A wonderful saga about adventure,20 hours 2 minutes,Adventure,2021.0,4.7,4791.0,20.66,2021.0,0.6080018985887663,0.45094673050452294,0.0,0.3918181026531423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24239519512314692,0.37394419561780995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1269416768409814,0.24239519512314692,0.0,0.0,15,0,1.6754321012398146,1.7578165155083862
Book 399: The Mystery,Mark Twain,4.5,2530.0,38.22,A wonderful tale about mystery,14 hours 52 minutes,Fantasy,2016.0,4.5,2530.0,38.22,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41015369568885857,0.41015369568885857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3869804480741483,0.0,0.0,0.0,0.0,0.5075521552975923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19469343167301648,0.0,0.0,0.0,0.3847059780222055,0.0,0.0,0.0,0.0,0.0,0.12374250358270714,0.0,0.0,0.23445341804095934,16,4,0.312263962736652,0.3714691997821489
Book 39: The Journey,Dan Brown,4.5,1985.0,24.03,A wonderful tale about adventure,20 hours 22 minutes,Mystery,2008.0,4.5,1985.0,24.03,2008.0,0.22126778966496333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800323264233957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28932205358966306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21670996232405826,0.0,0.43733483467464795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218057560543817,0.39618304860260384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13859218688048508,0.0,0.0,0.26258893255851373,4,8,-0.01631924623469853,0.03729879417808009
Book 3: The Mystery,Margaret Atwood,4.5,4104.0,22.2,A wonderful tale about adventure,6 hours 55 minutes,Sci-Fi,2007.0,4.5,4104.0,22.2,2007.0,0.20911009471002795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5481620930770291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20480269999897782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41979439809183383,0.41979439809183383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20607625360473086,0.3744145270364055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309771538303441,0.0,0.0,0.24816082196264955,15,11,1.261236386444736,1.3365778574350005
Book 400: The Journey,Jane Austen,4.4,228.0,22.95,A wonderful tale about adventure,17 hours 6 minutes,Mystery,2015.0,4.4,228.0,22.95,2015.0,0.22126778966496333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800323264233957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28932205358966306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21670996232405826,0.0,0.43733483467464795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218057560543817,0.39618304860260384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13859218688048508,0.0,0.0,0.26258893255851373,11,8,-1.0756232795606857,-1.0400175409528352
Book 401: The Tale,Jane Austen,4.1,4899.0,30.38,A wonderful story about love,22 hours 55 minutes,Sci-Fi,2024.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27141124058008975,0.0,0.0,0.0,0.0,0.0,0.0,0.5462248257715823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40918516357635526,0.40918516357635526,0.0,0.0,0.20511967549824014,0.0,0.0,0.37608096631729016,0.0,0.20086820101398248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276670397662397,0.0,0.23011192992030127,0.0,11,11,1.740545838063495,-1.1798172702697667
Book 402: The Tale,Malcolm Gladwell,4.3,3897.0,29.81,A wonderful tale about mystery,24 hours 47 minutes,Self-Help,2023.0,4.3,3897.0,29.81,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19599304833580944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514117416532242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3985832576223268,0.3985832576223268,0.0,0.0,0.0,0.0,0.0,0.3944236392763975,0.0,0.0,0.0,0.389682206017467,0.0,0.0,0.0,0.0,0.0,0.12534313093374994,0.0,0.0,0.23748610723502436,14,13,1.1364350575326818,1.2096544189762075
Book 403: The Journey,Mark Twain,3.8,2185.0,12.56,A wonderful saga about adventure,20 hours 55 minutes,Science,2014.0,,0.0,,,0.2505367764655952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32759316110363873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29964829529904485,0.4622688197137007,0.0,0.0,0.0,0.453882108558507,0.453882108558507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15692496317213503,0.29964829529904485,0.0,0.0,16,12,0.10426174788322828,-1.1798172702697667
Book 404: The Mystery,Stephen King,3.7,4748.0,28.55,A wonderful saga about love,10 hours 47 minutes,Self-Help,2002.0,3.7,4748.0,28.55,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691478572982856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298529245149307,0.19796208259107684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24174731596991844,0.0,0.0,0.388021999109597,0.0,0.0,0.0,0.0,0.0,0.4025876041769543,0.4025876041769543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12660238436424992,0.24174731596991844,0.0,0.0,18,13,1.6495071875044602,1.731450777084579
Book 405: The Tale,Malcolm Gladwell,3.7,4741.0,33.93,A wonderful tale about adventure,23 hours 35 minutes,Adventure,2012.0,3.7,4741.0,33.93,2012.0,0.4305311601795992,0.4789786500188811,0.0,0.4161744462628478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42428486617511624,0.3854360090473177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13483267288888015,0.0,0.0,0.25546582707749804,14,0,1.6452868527103328,1.7271586801318664
Book 406: The Mystery,Charles Dickens,3.4,1874.0,31.38,A wonderful tale about mystery,15 hours 15 minutes,Self-Help,2019.0,3.4,1874.0,31.38,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39226817623273064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144873837745669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39887008460759815,0.39887008460759815,0.0,0.0,0.0,0.0,0.0,0.19735373646637694,0.0,0.0,0.0,0.3899626276614483,0.0,0.0,0.0,0.0,0.0,0.12543332988637193,0.0,0.0,0.2376570060946212,3,13,-0.08324169797014791,-0.03076160035779447
Book 407: The Mystery,James Patterson,3.4,430.0,12.45,A wonderful story about adventure,19 hours 50 minutes,Romance,2009.0,3.4,430.0,12.45,2009.0,0.21517566126316434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564062395078594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21074332380687405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39456817166019975,0.39456817166019975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165420424330725,0.39456817166019975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134776351782026,0.0,0.24292602439099312,0.0,10,10,-0.9538364755015795,-0.9161598860316942
Book 408: The Mystery,Margaret Atwood,4.9,4790.0,14.62,A wonderful tale about love,25 hours 18 minutes,Sci-Fi,2014.0,4.9,4790.0,14.62,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27095970063786845,0.0,0.0,0.0,0.0,0.0,0.0,0.5453160854933917,0.0,0.1992947191739313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4085044126806878,0.4085044126806878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005340217232276,0.0,0.0,0.37545529002828126,0.0,0.0,0.0,0.0,0.0,0.0,0.1274546433760371,0.0,0.0,0.24148676420410983,15,11,1.674829196269225,1.757203358800856
Book 409: The Journey,Dan Brown,4.0,3945.0,31.34,A wonderful story about adventure,25 hours 42 minutes,Adventure,2020.0,4.0,3945.0,31.34,2020.0,0.44236982704405187,0.4921495170715547,0.0,0.4276183348416643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28921368763226574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225894538828181,0.40558735321124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13854027699379393,0.0,0.24971026640162863,0.0,4,0,1.1653744961209842,1.2390859409376669
Book 40: The Tale,Yuval Noah Harari,3.7,859.0,15.77,A wonderful saga about mystery,14 hours 10 minutes,Fantasy,2021.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4258556418328421,0.4258556418328421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008976254798791,0.0,0.0,0.0,0.0,0.5269828143200852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24533214193756825,0.0,0.0,0.0,0.37613437685510154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214689560824362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284797475656342,0.24533214193756825,0.0,0.0,19,4,-0.6951902431186265,-1.1798172702697667
Book 410: The Journey,F. Scott Fitzgerald,3.5,1406.0,29.01,A wonderful story about courage,4 hours 59 minutes,Biography,2004.0,3.5,1406.0,29.01,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814922634925568,0.4814922634925568,0.0,0.0,0.0,0.0,0.0,0.0,0.3157116268421869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31853472309114733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24515599740813593,0.0,0.41972469510614174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15258575460404905,0.0,0.27502636964539534,0.0,6,1,-0.36540122420609666,-0.31771893948202234
Book 411: The Mystery,Dan Brown,3.3,4304.0,32.18,A wonderful tale about courage,15 hours 24 minutes,Science,2005.0,3.3,4304.0,32.18,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28363887177715963,0.0,0.0,0.0,0.0,0.0,0.0,0.5046339027809502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21435286464894285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3964972607250619,0.3964972607250619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21568580539473634,0.0,0.4144304200645701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13708475585155686,0.0,0.0,0.2597328213036045,4,12,1.3818173805626628,1.459209198941081
Book 412: The Adventure,Charles Dickens,3.2,3124.0,19.49,A wonderful story about courage,16 hours 50 minutes,Romance,2020.0,,0.0,,,0.2149024432424512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27850852260216163,0.0,0.0,0.0,0.0,0.0,0.5521075435167806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39406717106252737,0.39406717106252737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21626708945796633,0.0,0.37026480748549345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13460522030806346,0.0,0.24261757051115285,0.0,3,10,0.6703895152668947,-1.1798172702697667
Book 413: The Journey,F. Scott Fitzgerald,4.7,1220.0,13.19,A wonderful tale about courage,24 hours 20 minutes,Horror,2010.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26481249362246867,0.0,0.0,0.0,0.5064653485641453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41020691258520847,0.41020691258520847,0.2671804493575837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2013697756153252,0.0,0.3869228229638708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12798582862506408,0.0,0.0,0.24249319444142983,6,7,-0.4775415487357686,-1.1798172702697667
Book 414: The Adventure,J.K. Rowling,3.2,1994.0,10.15,A wonderful tale about courage,20 hours 3 minutes,Science,2013.0,3.2,1994.0,10.15,2013.0,0.218647708171245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833622980471213,0.0,0.0,0.0,0.0,0.0,0.0,0.5041418387703953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961106397881585,0.3961106397881585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21547549209268227,0.0,0.4140263126641971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369510857307455,0.0,0.0,0.259479558149823,9,12,-0.010893101499391825,0.0428172045458537
